1922,"Arsenal","Aston Villa",2,0,1
1922,"Arsenal","Birmingham City",1,0,1
1922,"Arsenal","Blackburn Rovers",1,1,1
1922,"Arsenal","Bolton Wanderers",5,0,1
1922,"Arsenal","Burnley",1,1,1
1922,"Arsenal","Cardiff City",2,1,1
1922,"Arsenal","Chelsea",3,1,1
1922,"Arsenal","Everton",1,2,1
1922,"Arsenal","Huddersfield Town",1,1,1
1922,"Arsenal","Liverpool",1,0,1
1922,"Arsenal","Manchester City",1,0,1
1922,"Arsenal","Middlesbrough",3,0,1
1922,"Arsenal","Newcastle United",1,2,1
1922,"Arsenal","Nottingham Forest",2,0,1
1922,"Arsenal","Oldham Athletic",2,0,1
1922,"Arsenal","Preston North End",1,1,1
1922,"Arsenal","Sheffield United",2,0,1
1922,"Arsenal","Stoke City",3,0,1
1922,"Arsenal","Sunderland",2,3,1
1922,"Arsenal","Tottenham Hotspur",0,2,1
1922,"Arsenal","West Bromwich Albion",3,1,1
1922,"Aston Villa","Arsenal",1,1,1
1922,"Aston Villa","Birmingham City",3,0,1
1922,"Aston Villa","Blackburn Rovers",2,0,1
1922,"Aston Villa","Bolton Wanderers",2,0,1
1922,"Aston Villa","Burnley",3,1,1
1922,"Aston Villa","Cardiff City",1,3,1
1922,"Aston Villa","Chelsea",1,0,1
1922,"Aston Villa","Everton",3,0,1
1922,"Aston Villa","Huddersfield Town",2,1,1
1922,"Aston Villa","Liverpool",0,1,1
1922,"Aston Villa","Manchester City",2,0,1
1922,"Aston Villa","Middlesbrough",2,2,1
1922,"Aston Villa","Newcastle United",1,1,1
1922,"Aston Villa","Nottingham Forest",4,0,1
1922,"Aston Villa","Oldham Athletic",3,0,1
1922,"Aston Villa","Preston North End",1,0,1
1922,"Aston Villa","Sheffield United",0,1,1
1922,"Aston Villa","Stoke City",6,0,1
1922,"Aston Villa","Sunderland",1,0,1
1922,"Aston Villa","Tottenham Hotspur",2,0,1
1922,"Aston Villa","West Bromwich Albion",2,0,1
1922,"Birmingham City","Arsenal",3,2,1
1922,"Birmingham City","Aston Villa",1,0,1
1922,"Birmingham City","Blackburn Rovers",1,1,1
1922,"Birmingham City","Bolton Wanderers",2,0,1
1922,"Birmingham City","Burnley",1,0,1
1922,"Birmingham City","Cardiff City",0,0,1
1922,"Birmingham City","Chelsea",0,1,1
1922,"Birmingham City","Everton",1,1,1
1922,"Birmingham City","Huddersfield Town",0,0,1
1922,"Birmingham City","Liverpool",0,1,1
1922,"Birmingham City","Manchester City",0,1,1
1922,"Birmingham City","Middlesbrough",2,0,1
1922,"Birmingham City","Newcastle United",0,2,1
1922,"Birmingham City","Nottingham Forest",2,0,1
1922,"Birmingham City","Oldham Athletic",2,3,1
1922,"Birmingham City","Preston North End",1,0,1
1922,"Birmingham City","Sheffield United",4,2,1
1922,"Birmingham City","Stoke City",2,0,1
1922,"Birmingham City","Sunderland",1,2,1
1922,"Birmingham City","Tottenham Hotspur",2,1,1
1922,"Birmingham City","West Bromwich Albion",0,2,1
1922,"Blackburn Rovers","Arsenal",0,5,1
1922,"Blackburn Rovers","Aston Villa",4,2,1
1922,"Blackburn Rovers","Birmingham City",1,1,1
1922,"Blackburn Rovers","Bolton Wanderers",1,0,1
1922,"Blackburn Rovers","Burnley",2,1,1
1922,"Blackburn Rovers","Cardiff City",3,1,1
1922,"Blackburn Rovers","Chelsea",0,0,1
1922,"Blackburn Rovers","Everton",5,1,1
1922,"Blackburn Rovers","Huddersfield Town",0,0,1
1922,"Blackburn Rovers","Liverpool",1,0,1
1922,"Blackburn Rovers","Manchester City",0,0,1
1922,"Blackburn Rovers","Middlesbrough",2,0,1
1922,"Blackburn Rovers","Newcastle United",1,1,1
1922,"Blackburn Rovers","Nottingham Forest",2,0,1
1922,"Blackburn Rovers","Oldham Athletic",1,0,1
1922,"Blackburn Rovers","Preston North End",1,1,1
1922,"Blackburn Rovers","Sheffield United",1,0,1
1922,"Blackburn Rovers","Stoke City",1,5,1
1922,"Blackburn Rovers","Sunderland",0,0,1
1922,"Blackburn Rovers","Tottenham Hotspur",1,0,1
1922,"Blackburn Rovers","West Bromwich Albion",5,1,1
1922,"Bolton Wanderers","Arsenal",4,1,1
1922,"Bolton Wanderers","Aston Villa",3,0,1
1922,"Bolton Wanderers","Birmingham City",3,0,1
1922,"Bolton Wanderers","Blackburn Rovers",3,0,1
1922,"Bolton Wanderers","Burnley",2,1,1
1922,"Bolton Wanderers","Cardiff City",0,0,1
1922,"Bolton Wanderers","Chelsea",1,1,1
1922,"Bolton Wanderers","Everton",0,2,1
1922,"Bolton Wanderers","Huddersfield Town",1,0,1
1922,"Bolton Wanderers","Liverpool",1,1,1
1922,"Bolton Wanderers","Manchester City",2,1,1
1922,"Bolton Wanderers","Middlesbrough",1,1,1
1922,"Bolton Wanderers","Newcastle United",1,0,1
1922,"Bolton Wanderers","Nottingham Forest",4,2,1
1922,"Bolton Wanderers","Oldham Athletic",3,1,1
1922,"Bolton Wanderers","Preston North End",1,1,1
1922,"Bolton Wanderers","Sheffield United",1,1,1
1922,"Bolton Wanderers","Stoke City",1,1,1
1922,"Bolton Wanderers","Sunderland",1,1,1
1922,"Bolton Wanderers","Tottenham Hotspur",0,2,1
1922,"Bolton Wanderers","West Bromwich Albion",3,0,1
1922,"Burnley","Arsenal",4,1,1
1922,"Burnley","Aston Villa",1,1,1
1922,"Burnley","Birmingham City",0,2,1
1922,"Burnley","Blackburn Rovers",3,1,1
1922,"Burnley","Bolton Wanderers",2,1,1
1922,"Burnley","Cardiff City",1,5,1
1922,"Burnley","Chelsea",1,0,1
1922,"Burnley","Everton",0,1,1
1922,"Burnley","Huddersfield Town",0,2,1
1922,"Burnley","Liverpool",2,0,1
1922,"Burnley","Manchester City",2,0,1
1922,"Burnley","Middlesbrough",3,0,1
1922,"Burnley","Newcastle United",0,0,1
1922,"Burnley","Nottingham Forest",8,2,1
1922,"Burnley","Oldham Athletic",1,1,1
1922,"Burnley","Preston North End",2,0,1
1922,"Burnley","Sheffield United",1,4,1
1922,"Burnley","Stoke City",3,2,1
1922,"Burnley","Sunderland",2,0,1
1922,"Burnley","Tottenham Hotspur",0,1,1
1922,"Burnley","West Bromwich Albion",3,0,1
1922,"Cardiff City","Arsenal",4,1,1
1922,"Cardiff City","Aston Villa",3,0,1
1922,"Cardiff City","Birmingham City",1,1,1
1922,"Cardiff City","Blackburn Rovers",5,0,1
1922,"Cardiff City","Bolton Wanderers",1,0,1
1922,"Cardiff City","Burnley",2,2,1
1922,"Cardiff City","Chelsea",6,1,1
1922,"Cardiff City","Everton",0,2,1
1922,"Cardiff City","Huddersfield Town",0,1,1
1922,"Cardiff City","Liverpool",3,0,1
1922,"Cardiff City","Manchester City",3,1,1
1922,"Cardiff City","Middlesbrough",2,0,1
1922,"Cardiff City","Newcastle United",5,0,1
1922,"Cardiff City","Nottingham Forest",3,1,1
1922,"Cardiff City","Oldham Athletic",2,0,1
1922,"Cardiff City","Preston North End",1,0,1
1922,"Cardiff City","Sheffield United",1,0,1
1922,"Cardiff City","Stoke City",2,1,1
1922,"Cardiff City","Sunderland",2,4,1
1922,"Cardiff City","Tottenham Hotspur",2,3,1
1922,"Cardiff City","West Bromwich Albion",3,0,1
1922,"Chelsea","Arsenal",0,0,1
1922,"Chelsea","Aston Villa",1,1,1
1922,"Chelsea","Birmingham City",1,1,1
1922,"Chelsea","Blackburn Rovers",1,1,1
1922,"Chelsea","Bolton Wanderers",3,0,1
1922,"Chelsea","Burnley",0,1,1
1922,"Chelsea","Cardiff City",1,1,1
1922,"Chelsea","Everton",3,1,1
1922,"Chelsea","Huddersfield Town",2,2,1
1922,"Chelsea","Liverpool",0,0,1
1922,"Chelsea","Manchester City",1,1,1
1922,"Chelsea","Middlesbrough",1,1,1
1922,"Chelsea","Newcastle United",3,0,1
1922,"Chelsea","Nottingham Forest",2,2,1
1922,"Chelsea","Oldham Athletic",4,0,1
