Farense,Sp Lisbon,0,0
Guimaraes,Academica,1,0
Belenenses,Sp Braga,2,2
Benfica,Campomaiorense,4,0
Boavista,Setubal,2,1
Desp. Chaves,Rio Ave,0,2
Maritimo,Est Amadora,2,1
Salgueiros,Leca,0,0
Varzim,Porto,0,2
Rio Ave,Guimaraes,1,2
Porto,Belenenses,2,0
Academica,Boavista,2,0
Campomaiorense,Salgueiros,0,0
Est Amadora,Varzim,0,0
Leca,Maritimo,1,1
Setubal,Benfica,1,0
Sp Braga,Farense,2,2
Sp Lisbon,Desp. Chaves,2,0
Desp. Chaves,Sp Braga,1,2
Guimaraes,Sp Lisbon,1,0
Benfica,Academica,1,1
Porto,Est Amadora,4,0
Belenenses,Farense,0,3
Boavista,Rio Ave,1,2
Maritimo,Campomaiorense,2,1
Salgueiros,Setubal,1,1
Varzim,Leca,1,0
Academica,Salgueiros,2,1
Campomaiorense,Varzim,1,1
Farense,Desp. Chaves,1,0
Rio Ave,Benfica,3,1
Est Amadora,Belenenses,1,1
Setubal,Maritimo,1,1
Sp Braga,Guimaraes,3,2
Leca,Porto,2,3
Sp Lisbon,Boavista,1,0
Boavista,Sp Braga,0,0
Guimaraes,Farense,2,0
Benfica,Sp Lisbon,0,0
Porto,Campomaiorense,3,0
Belenenses,Desp. Chaves,0,1
Est Amadora,Leca,2,1
Maritimo,Academica,4,1
Salgueiros,Rio Ave,5,1
Varzim,Setubal,1,0
Sp Braga,Benfica,1,1
Academica,Varzim,1,1
Campomaiorense,Est Amadora,2,0
Desp. Chaves,Guimaraes,1,2
Leca,Belenenses,1,1
Rio Ave,Maritimo,2,0
Sp Lisbon,Salgueiros,2,1
Farense,Boavista,0,0
Setubal,Porto,1,1
Maritimo,Sp Lisbon,0,1
Boavista,Desp. Chaves,2,1
Porto,Academica,2,1
Belenenses,Guimaraes,1,0
Benfica,Farense,3,1
Est Amadora,Setubal,1,0
Leca,Campomaiorense,1,0
Varzim,Rio Ave,1,3
Salgueiros,Sp Braga,1,0
Rio Ave,Porto,0,0
Sp Braga,Maritimo,3,1
Desp. Chaves,Benfica,0,1
Sp Lisbon,Varzim,1,1
Academica,Est Amadora,0,1
Campomaiorense,Belenenses,2,1
Farense,Salgueiros,0,0
Guimaraes,Boavista,1,1
Setubal,Leca,2,1
Maritimo,Farense,1,1
Porto,Sp Lisbon,1,1
Belenenses,Boavista,0,0
Campomaiorense,Setubal,2,1
Est Amadora,Rio Ave,1,2
Leca,Academica,1,0
Salgueiros,Desp. Chaves,2,0
Varzim,Sp Braga,1,0
Benfica,Guimaraes,1,0
Boavista,Benfica,0,0
Sp Braga,Porto,1,2
Sp Lisbon,Est Amadora,2,2
Academica,Campomaiorense,1,1
Desp. Chaves,Maritimo,1,0
Farense,Varzim,1,0
Guimaraes,Salgueiros,3,0
Rio Ave,Leca,2,2
Setubal,Belenenses,0,0
Belenenses,Benfica,1,2
Campomaiorense,Rio Ave,4,1
Est Amadora,Sp Braga,1,0
Maritimo,Guimaraes,0,1
Salgueiros,Boavista,1,1
Setubal,Academica,0,1
